Country,Year,Value,source,iso3c
pandemic,1998,NA,FigureS-4_organicKW,NA
pandemic,1999,NA,FigureS-4_organicKW,NA
pandemic,2000,NA,FigureS-4_organicKW,NA
pandemic,2001,NA,FigureS-4_organicKW,NA
pandemic,2002,NA,FigureS-4_organicKW,NA
pandemic,2003,NA,FigureS-4_organicKW,NA
pandemic,2004,NA,FigureS-4_organicKW,NA
pandemic,2005,NA,FigureS-4_organicKW,NA
pandemic,2006,1,FigureS-4_organicKW,NA
pandemic,2007,NA,FigureS-4_organicKW,NA
pandemic,2008,NA,FigureS-4_organicKW,NA
pandemic,2009,NA,FigureS-4_organicKW,NA
pandemic,2010,90,FigureS-4_organicKW,NA
pandemic,2011,15,FigureS-4_organicKW,NA
pandemic,2012,22,FigureS-4_organicKW,NA
pandemic,2013,NA,FigureS-4_organicKW,NA
pandemic,2014,NA,FigureS-4_organicKW,NA
pandemic,2015,13,FigureS-4_organicKW,NA
pandemic,2016,4,FigureS-4_organicKW,NA
pandemic,2017,93,FigureS-4_organicKW,NA
pandemic,2018,NA,FigureS-4_organicKW,NA
pandemic,2019,59,FigureS-4_organicKW,NA
pandemic,2020,12,FigureS-4_organicKW,NA
pandemic,2021,564,FigureS-4_organicKW,NA
pandemic,2022,260,FigureS-4_organicKW,NA
coronaviruses,1996,NA,FigureS-4_organicKW,NA
coronaviruses,1997,NA,FigureS-4_organicKW,NA
coronaviruses,1998,NA,FigureS-4_organicKW,NA
coronaviruses,1999,NA,FigureS-4_organicKW,NA
coronaviruses,2000,NA,FigureS-4_organicKW,NA
coronaviruses,2001,NA,FigureS-4_organicKW,NA
coronaviruses,2002,NA,FigureS-4_organicKW,NA
coronaviruses,2003,NA,FigureS-4_organicKW,NA
coronaviruses,2004,NA,FigureS-4_organicKW,NA
coronaviruses,2005,NA,FigureS-4_organicKW,NA
coronaviruses,2006,NA,FigureS-4_organicKW,NA
coronaviruses,2007,NA,FigureS-4_organicKW,NA
coronaviruses,2008,NA,FigureS-4_organicKW,NA
coronaviruses,2009,NA,FigureS-4_organicKW,NA
coronaviruses,2010,16,FigureS-4_organicKW,NA
coronaviruses,2011,NA,FigureS-4_organicKW,NA
coronaviruses,2012,NA,FigureS-4_organicKW,NA
coronaviruses,2013,NA,FigureS-4_organicKW,NA
coronaviruses,2014,NA,FigureS-4_organicKW,NA
coronaviruses,2015,10,FigureS-4_organicKW,NA
coronaviruses,2016,NA,FigureS-4_organicKW,NA
coronaviruses,2017,NA,FigureS-4_organicKW,NA
coronaviruses,2018,NA,FigureS-4_organicKW,NA
coronaviruses,2019,NA,FigureS-4_organicKW,NA
coronaviruses,2020,50,FigureS-4_organicKW,NA
coronaviruses,2021,80,FigureS-4_organicKW,NA
coronaviruses,2022,197,FigureS-4_organicKW,NA
coronavirinae,1996,NA,FigureS-4_organicKW,NA
coronavirinae,1997,NA,FigureS-4_organicKW,NA
coronavirinae,1998,NA,FigureS-4_organicKW,NA
coronavirinae,1999,NA,FigureS-4_organicKW,NA
coronavirinae,2000,NA,FigureS-4_organicKW,NA
coronavirinae,2001,NA,FigureS-4_organicKW,NA
coronavirinae,2002,NA,FigureS-4_organicKW,NA
coronavirinae,2003,NA,FigureS-4_organicKW,NA
coronavirinae,2004,NA,FigureS-4_organicKW,NA
coronavirinae,2005,NA,FigureS-4_organicKW,NA
coronavirinae,2006,NA,FigureS-4_organicKW,NA
coronavirinae,2007,NA,FigureS-4_organicKW,NA
coronavirinae,2008,NA,FigureS-4_organicKW,NA
coronavirinae,2009,NA,FigureS-4_organicKW,NA
coronavirinae,2010,NA,FigureS-4_organicKW,NA
coronavirinae,2011,NA,FigureS-4_organicKW,NA
coronavirinae,2012,NA,FigureS-4_organicKW,NA
coronavirinae,2013,NA,FigureS-4_organicKW,NA
coronavirinae,2014,NA,FigureS-4_organicKW,NA
coronavirinae,2015,NA,FigureS-4_organicKW,NA
coronavirinae,2016,NA,FigureS-4_organicKW,NA
coronavirinae,2017,NA,FigureS-4_organicKW,NA
coronavirinae,2018,190,FigureS-4_organicKW,NA
coronavirinae,2019,NA,FigureS-4_organicKW,NA
coronavirinae,2020,180,FigureS-4_organicKW,NA
coronavirinae,2021,29,FigureS-4_organicKW,NA
coronavirinae,2022,113,FigureS-4_organicKW,NA
alphacoronavirus,1996,NA,FigureS-4_organicKW,NA
alphacoronavirus,1997,NA,FigureS-4_organicKW,NA
alphacoronavirus,1998,NA,FigureS-4_organicKW,NA
alphacoronavirus,1999,NA,FigureS-4_organicKW,NA
alphacoronavirus,2000,NA,FigureS-4_organicKW,NA
alphacoronavirus,2001,NA,FigureS-4_organicKW,NA
alphacoronavirus,2002,NA,FigureS-4_organicKW,NA
alphacoronavirus,2003,NA,FigureS-4_organicKW,NA
alphacoronavirus,2004,NA,FigureS-4_organicKW,NA
alphacoronavirus,2005,NA,FigureS-4_organicKW,NA
alphacoronavirus,2006,NA,FigureS-4_organicKW,NA
alphacoronavirus,2007,NA,FigureS-4_organicKW,NA
alphacoronavirus,2008,NA,FigureS-4_organicKW,NA
alphacoronavirus,2009,NA,FigureS-4_organicKW,NA
alphacoronavirus,2010,NA,FigureS-4_organicKW,NA
alphacoronavirus,2011,NA,FigureS-4_organicKW,NA
alphacoronavirus,2012,NA,FigureS-4_organicKW,NA
alphacoronavirus,2013,NA,FigureS-4_organicKW,NA
alphacoronavirus,2014,NA,FigureS-4_organicKW,NA
alphacoronavirus,2015,NA,FigureS-4_organicKW,NA
alphacoronavirus,2016,NA,FigureS-4_organicKW,NA
alphacoronavirus,2017,NA,FigureS-4_organicKW,NA
alphacoronavirus,2018,NA,FigureS-4_organicKW,NA
alphacoronavirus,2019,NA,FigureS-4_organicKW,NA
alphacoronavirus,2020,128,FigureS-4_organicKW,NA
alphacoronavirus,2021,5,FigureS-4_organicKW,NA
alphacoronavirus,2022,86,FigureS-4_organicKW,NA
betacoronavirus,1996,NA,FigureS-4_organicKW,NA
betacoronavirus,1997,NA,FigureS-4_organicKW,NA
betacoronavirus,1998,NA,FigureS-4_organicKW,NA
betacoronavirus,1999,NA,FigureS-4_organicKW,NA
betacoronavirus,2000,NA,FigureS-4_organicKW,NA
betacoronavirus,2001,NA,FigureS-4_organicKW,NA
betacoronavirus,2002,NA,FigureS-4_organicKW,NA
betacoronavirus,2003,NA,FigureS-4_organicKW,NA
betacoronavirus,2004,NA,FigureS-4_organicKW,NA
betacoronavirus,2005,NA,FigureS-4_organicKW,NA
betacoronavirus,2006,NA,FigureS-4_organicKW,NA
betacoronavirus,2007,NA,FigureS-4_organicKW,NA
betacoronavirus,2008,NA,FigureS-4_organicKW,NA
betacoronavirus,2009,NA,FigureS-4_organicKW,NA
betacoronavirus,2010,NA,FigureS-4_organicKW,NA
betacoronavirus,2011,NA,FigureS-4_organicKW,NA
betacoronavirus,2012,NA,FigureS-4_organicKW,NA
betacoronavirus,2013,NA,FigureS-4_organicKW,NA
betacoronavirus,2014,NA,FigureS-4_organicKW,NA
betacoronavirus,2015,NA,FigureS-4_organicKW,NA
betacoronavirus,2016,NA,FigureS-4_organicKW,NA
betacoronavirus,2017,NA,FigureS-4_organicKW,NA
betacoronavirus,2018,NA,FigureS-4_organicKW,NA
betacoronavirus,2019,NA,FigureS-4_organicKW,NA
betacoronavirus,2020,128,FigureS-4_organicKW,NA
betacoronavirus,2021,NA,FigureS-4_organicKW,NA
betacoronavirus,2022,258,FigureS-4_organicKW,NA
anticoronavirus,1996,NA,FigureS-4_organicKW,NA
anticoronavirus,1997,NA,FigureS-4_organicKW,NA
anticoronavirus,1998,NA,FigureS-4_organicKW,NA
anticoronavirus,1999,NA,FigureS-4_organicKW,NA
anticoronavirus,2000,NA,FigureS-4_organicKW,NA
anticoronavirus,2001,NA,FigureS-4_organicKW,NA
anticoronavirus,2002,NA,FigureS-4_organicKW,NA
anticoronavirus,2003,NA,FigureS-4_organicKW,NA
anticoronavirus,2004,NA,FigureS-4_organicKW,NA
anticoronavirus,2005,NA,FigureS-4_organicKW,NA
anticoronavirus,2006,NA,FigureS-4_organicKW,NA
anticoronavirus,2007,NA,FigureS-4_organicKW,NA
anticoronavirus,2008,NA,FigureS-4_organicKW,NA
anticoronavirus,2009,NA,FigureS-4_organicKW,NA
anticoronavirus,2010,NA,FigureS-4_organicKW,NA
anticoronavirus,2011,NA,FigureS-4_organicKW,NA
anticoronavirus,2012,NA,FigureS-4_organicKW,NA
anticoronavirus,2013,NA,FigureS-4_organicKW,NA
anticoronavirus,2014,NA,FigureS-4_organicKW,NA
anticoronavirus,2015,NA,FigureS-4_organicKW,NA
anticoronavirus,2016,NA,FigureS-4_organicKW,NA
anticoronavirus,2017,NA,FigureS-4_organicKW,NA
anticoronavirus,2018,NA,FigureS-4_organicKW,NA
anticoronavirus,2019,NA,FigureS-4_organicKW,NA
anticoronavirus,2020,7,FigureS-4_organicKW,NA
anticoronavirus,2021,124,FigureS-4_organicKW,NA
anticoronavirus,2022,135,FigureS-4_organicKW,NA
coronavirus,1996,NA,FigureS-4_organicKW,NA
coronavirus,1997,NA,FigureS-4_organicKW,NA
coronavirus,1998,NA,FigureS-4_organicKW,NA
coronavirus,1999,NA,FigureS-4_organicKW,NA
coronavirus,2000,NA,FigureS-4_organicKW,NA
coronavirus,2001,NA,FigureS-4_organicKW,NA
coronavirus,2002,22,FigureS-4_organicKW,NA
coronavirus,2003,12,FigureS-4_organicKW,NA
coronavirus,2004,60,FigureS-4_organicKW,NA
coronavirus,2005,304,FigureS-4_organicKW,NA
coronavirus,2006,286,FigureS-4_organicKW,NA
coronavirus,2007,214,FigureS-4_organicKW,NA
coronavirus,2008,338,FigureS-4_organicKW,NA
coronavirus,2009,251,FigureS-4_organicKW,NA
coronavirus,2010,213,FigureS-4_organicKW,NA
coronavirus,2011,86,FigureS-4_organicKW,NA
coronavirus,2012,41,FigureS-4_organicKW,NA
coronavirus,2013,820,FigureS-4_organicKW,NA
coronavirus,2014,194,FigureS-4_organicKW,NA
coronavirus,2015,114,FigureS-4_organicKW,NA
coronavirus,2016,104,FigureS-4_organicKW,NA
coronavirus,2017,72,FigureS-4_organicKW,NA
coronavirus,2018,208,FigureS-4_organicKW,NA
coronavirus,2019,40,FigureS-4_organicKW,NA
coronavirus,2020,1267,FigureS-4_organicKW,NA
coronavirus,2021,8203,FigureS-4_organicKW,NA
coronavirus,2022,12118,FigureS-4_organicKW,NA
corona,1996,NA,FigureS-4_organicKW,NA
corona,1997,NA,FigureS-4_organicKW,NA
corona,1998,NA,FigureS-4_organicKW,NA
corona,1999,NA,FigureS-4_organicKW,NA
corona,2000,NA,FigureS-4_organicKW,NA
corona,2001,NA,FigureS-4_organicKW,NA
corona,2002,4,FigureS-4_organicKW,NA
corona,2003,NA,FigureS-4_organicKW,NA
corona,2004,2,FigureS-4_organicKW,NA
corona,2005,1,FigureS-4_organicKW,NA
corona,2006,11,FigureS-4_organicKW,NA
corona,2007,NA,FigureS-4_organicKW,NA
corona,2008,NA,FigureS-4_organicKW,NA
corona,2009,NA,FigureS-4_organicKW,NA
corona,2010,5,FigureS-4_organicKW,NA
corona,2011,18,FigureS-4_organicKW,NA
corona,2012,14,FigureS-4_organicKW,NA
corona,2013,8,FigureS-4_organicKW,NA
corona,2014,NA,FigureS-4_organicKW,NA
corona,2015,3,FigureS-4_organicKW,NA
corona,2016,NA,FigureS-4_organicKW,NA
corona,2017,74,FigureS-4_organicKW,NA
corona,2018,85,FigureS-4_organicKW,NA
corona,2019,13,FigureS-4_organicKW,NA
corona,2020,49,FigureS-4_organicKW,NA
corona,2021,2,FigureS-4_organicKW,NA
corona,2022,32,FigureS-4_organicKW,NA
coronaviridae,1996,NA,FigureS-4_organicKW,NA
coronaviridae,1997,NA,FigureS-4_organicKW,NA
coronaviridae,1998,NA,FigureS-4_organicKW,NA
coronaviridae,1999,NA,FigureS-4_organicKW,NA
coronaviridae,2000,NA,FigureS-4_organicKW,NA
coronaviridae,2001,NA,FigureS-4_organicKW,NA
coronaviridae,2002,NA,FigureS-4_organicKW,NA
coronaviridae,2003,4,FigureS-4_organicKW,NA
coronaviridae,2004,NA,FigureS-4_organicKW,NA
coronaviridae,2005,NA,FigureS-4_organicKW,NA
coronaviridae,2006,NA,FigureS-4_organicKW,NA
coronaviridae,2007,NA,FigureS-4_organicKW,NA
coronaviridae,2008,NA,FigureS-4_organicKW,NA
coronaviridae,2009,NA,FigureS-4_organicKW,NA
coronaviridae,2010,NA,FigureS-4_organicKW,NA
coronaviridae,2011,NA,FigureS-4_organicKW,NA
coronaviridae,2012,NA,FigureS-4_organicKW,NA
coronaviridae,2013,NA,FigureS-4_organicKW,NA
coronaviridae,2014,NA,FigureS-4_organicKW,NA
coronaviridae,2015,3,FigureS-4_organicKW,NA
coronaviridae,2016,4,FigureS-4_organicKW,NA
coronaviridae,2017,40,FigureS-4_organicKW,NA
coronaviridae,2018,81,FigureS-4_organicKW,NA
coronaviridae,2019,NA,FigureS-4_organicKW,NA
coronaviridae,2020,53,FigureS-4_organicKW,NA
coronaviridae,2021,36,FigureS-4_organicKW,NA
coronaviridae,2022,68,FigureS-4_organicKW,NA
pandemic,1996,NA,FigureS-4_organoMetallicKW,NA
pandemic,1997,NA,FigureS-4_organoMetallicKW,NA
pandemic,1998,NA,FigureS-4_organoMetallicKW,NA
pandemic,1999,NA,FigureS-4_organoMetallicKW,NA
pandemic,2000,NA,FigureS-4_organoMetallicKW,NA
pandemic,2001,NA,FigureS-4_organoMetallicKW,NA
pandemic,2002,NA,FigureS-4_organoMetallicKW,NA
pandemic,2003,NA,FigureS-4_organoMetallicKW,NA
pandemic,2004,NA,FigureS-4_organoMetallicKW,NA
pandemic,2005,NA,FigureS-4_organoMetallicKW,NA
pandemic,2006,NA,FigureS-4_organoMetallicKW,NA
pandemic,2007,NA,FigureS-4_organoMetallicKW,NA
pandemic,2008,NA,FigureS-4_organoMetallicKW,NA
pandemic,2009,NA,FigureS-4_organoMetallicKW,NA
pandemic,2010,NA,FigureS-4_organoMetallicKW,NA
pandemic,2011,NA,FigureS-4_organoMetallicKW,NA
pandemic,2012,NA,FigureS-4_organoMetallicKW,NA
pandemic,2013,NA,FigureS-4_organoMetallicKW,NA
pandemic,2014,NA,FigureS-4_organoMetallicKW,NA
pandemic,2015,NA,FigureS-4_organoMetallicKW,NA
pandemic,2016,NA,FigureS-4_organoMetallicKW,NA
pandemic,2017,NA,FigureS-4_organoMetallicKW,NA
pandemic,2018,NA,FigureS-4_organoMetallicKW,NA
pandemic,2019,NA,FigureS-4_organoMetallicKW,NA
pandemic,2020,NA,FigureS-4_organoMetallicKW,NA
pandemic,2021,96,FigureS-4_organoMetallicKW,NA
pandemic,2022,7,FigureS-4_organoMetallicKW,NA
coronavirus,1996,NA,FigureS-4_organoMetallicKW,NA
coronavirus,1997,NA,FigureS-4_organoMetallicKW,NA
coronavirus,1998,NA,FigureS-4_organoMetallicKW,NA
coronavirus,1999,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2000,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2001,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2002,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2003,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2004,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2005,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2006,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2007,4,FigureS-4_organoMetallicKW,NA
coronavirus,2008,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2009,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2010,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2011,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2012,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2013,60,FigureS-4_organoMetallicKW,NA
coronavirus,2014,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2015,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2016,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2017,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2018,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2019,NA,FigureS-4_organoMetallicKW,NA
coronavirus,2020,2,FigureS-4_organoMetallicKW,NA
coronavirus,2021,224,FigureS-4_organoMetallicKW,NA
coronavirus,2022,220,FigureS-4_organoMetallicKW,NA
corona,1996,NA,FigureS-4_organoMetallicKW,NA
corona,1997,NA,FigureS-4_organoMetallicKW,NA
corona,1998,NA,FigureS-4_organoMetallicKW,NA
corona,1999,NA,FigureS-4_organoMetallicKW,NA
corona,2000,NA,FigureS-4_organoMetallicKW,NA
corona,2001,NA,FigureS-4_organoMetallicKW,NA
corona,2002,NA,FigureS-4_organoMetallicKW,NA
corona,2003,NA,FigureS-4_organoMetallicKW,NA
corona,2004,NA,FigureS-4_organoMetallicKW,NA
corona,2005,NA,FigureS-4_organoMetallicKW,NA
corona,2006,NA,FigureS-4_organoMetallicKW,NA
corona,2007,NA,FigureS-4_organoMetallicKW,NA
corona,2008,NA,FigureS-4_organoMetallicKW,NA
corona,2009,NA,FigureS-4_organoMetallicKW,NA
corona,2010,NA,FigureS-4_organoMetallicKW,NA
corona,2011,NA,FigureS-4_organoMetallicKW,NA
corona,2012,NA,FigureS-4_organoMetallicKW,NA
corona,2013,3,FigureS-4_organoMetallicKW,NA
corona,2014,NA,FigureS-4_organoMetallicKW,NA
corona,2015,NA,FigureS-4_organoMetallicKW,NA
corona,2016,NA,FigureS-4_organoMetallicKW,NA
corona,2017,NA,FigureS-4_organoMetallicKW,NA
corona,2018,1,FigureS-4_organoMetallicKW,NA
corona,2019,NA,FigureS-4_organoMetallicKW,NA
corona,2020,NA,FigureS-4_organoMetallicKW,NA
corona,2021,NA,FigureS-4_organoMetallicKW,NA
corona,2022,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,1996,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,1997,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,1998,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,1999,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2000,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2001,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2002,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2003,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2004,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2005,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2006,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2007,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2008,NA,FigureS-4_organoMetallicKW,NA
