"","Country","Year","Value.x","source.x","iso3c","Value.y","source.y","substance"
"410","France",2011,4.2,"Figure1-a","FRA",5.2,"Figure2-d","Rare-earths"
"411","France",2012,4.1,"Figure1-a","FRA",4.64,"Figure2-b","Organometallics"
"412","France",2012,4.1,"Figure1-a","FRA",6.21,"Figure2-d","Rare-earths"
"413","France",2013,3.97,"Figure1-a","FRA",4.63,"Figure2-b","Organometallics"
"414","France",2013,3.97,"Figure1-a","FRA",5.71,"Figure2-d","Rare-earths"
"415","France",2014,3.71,"Figure1-a","FRA",4.62,"Figure2-b","Organometallics"
"416","France",2014,3.71,"Figure1-a","FRA",5.35,"Figure2-d","Rare-earths"
"417","France",2015,3.38,"Figure1-a","FRA",3.97,"Figure2-b","Organometallics"
"418","France",2015,3.38,"Figure1-a","FRA",4.01,"Figure2-d","Rare-earths"
"419","France",2016,3.34,"Figure1-a","FRA",3.73,"Figure2-b","Organometallics"
"420","France",2016,3.34,"Figure1-a","FRA",3.74,"Figure2-d","Rare-earths"
"421","France",2017,3.1,"Figure1-a","FRA",3.89,"Figure2-b","Organometallics"
"422","France",2017,3.1,"Figure1-a","FRA",4.23,"Figure2-d","Rare-earths"
"423","France",2018,3.03,"Figure1-a","FRA",3.75,"Figure2-b","Organometallics"
"424","France",2018,3.03,"Figure1-a","FRA",4.13,"Figure2-d","Rare-earths"
"425","France",2019,2.54,"Figure1-a","FRA",3.18,"Figure2-b","Organometallics"
"426","France",2019,2.54,"Figure1-a","FRA",4.52,"Figure2-d","Rare-earths"
"427","France",2020,2.67,"Figure1-a","FRA",3.98,"Figure2-b","Organometallics"
"428","France",2020,2.67,"Figure1-a","FRA",4.54,"Figure2-d","Rare-earths"
"429","France",2021,2.55,"Figure1-a","FRA",3.93,"Figure2-b","Organometallics"
"430","France",2021,2.55,"Figure1-a","FRA",3.74,"Figure2-d","Rare-earths"
"431","France",2022,2.25,"Figure1-a","FRA",3.31,"Figure2-b","Organometallics"
"432","France",2022,2.25,"Figure1-a","FRA",4.53,"Figure2-d","Rare-earths"
