1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
CA,CN,TW																																				4						
CA,CN,US			1																			5							7	21												6
CA,CN,null																																1										
CA,CY,GR,RU																																9										
CA,CZ													1																							2			1	1		
CA,CZ,DE																																								5		
CA,CZ,SK																													6													
CA,CZ,US																																				3		4				
CA,DE	1			1	1	2		5	4		3	1	2	2		11		4		3	36	2	2		2	11	3	9	7	30	34	31	66	63	17	61	32	27	89	116	101	30
CA,DE,DK,NL																																							2			
CA,DE,ES																																						3	3			
CA,DE,FI																																	1						2			
CA,DE,FR																											1		16	17		1			4			6		1		
CA,DE,FR,GB,US																																	27									
CA,DE,FR,US																													1		14						1					
CA,DE,FR,null																												5														
CA,DE,GB																										2							2	2					11	10		
CA,DE,GB,US																																	6									10
CA,DE,GB,null																													4													
CA,DE,GR											31																															
CA,DE,HR																																					1					
CA,DE,HR,IT,PL																																									1	
CA,DE,HR,US																																							1			
CA,DE,HU																9																	2							3	2	
CA,DE,HU,IT																							2																			
CA,DE,IE																													20													1
CA,DE,IE,NL																															4	5										
CA,DE,IL																																				1						
CA,DE,IN																											4															
CA,DE,IT																			6			3									18											
CA,DE,JO																												14														
CA,DE,JO,SA																															6											
CA,DE,JP																																							11			
CA,DE,JP,RU,US																								2																		
CA,DE,NL																								7			12	4		8	9											
CA,DE,NL,RU,US																								1																		
CA,DE,NO																												14														
CA,DE,PK																																	4				13					
CA,DE,PL																																				1						
CA,DE,RU																													2								3			1		
CA,DE,RU,TR																																		4								
CA,DE,SE																											1															
CA,DE,UA,US																					1		16					6														
CA,DE,US																1														5	24		20	7	8				22	9		
CA,DJ																												2														
CA,DK																					1									5												
CA,DK,EE																																							1			
CA,DK,FR																																		7								
CA,DK,NL																																								2		
CA,DZ																															10											1
CA,DZ,GB																														4												
CA,EG														4																5		9	16	42		15		21	17	27	5	
CA,EG,ES																																									1	
CA,EG,SA																																									2	2
CA,ES										5			4	6		8		29	8	16	41			11	11	3	4			4	9		7		6	24	62	1	7	4		8
CA,ES,FR																		2											1										6			
CA,ES,GB																1												5					4	6								
CA,ES,GB,IN																																				2						
CA,ES,GR																																		8								
CA,ES,GR,PT,US																																	3									
CA,ES,IR																													1													
CA,ES,MX,null																														2												
CA,ES,PT																																				2						
CA,ES,US																																1			5				2			
CA,FI																										19	1	11	44	15	3	12		3	10	8	22	4			8	7
CA,FI,GB																																						3				
CA,FI,GB,RU																							2																			
CA,FI,IE,US																																	3									
CA,FI,JP																																							6			2
CA,FI,JP,US																																										4
CA,FI,PL																																		1								
CA,FI,RU,SE																							13																			
CA,FI,SE																																				12						
CA,FI,SK					1																																					
CA,FI,US																														4	1											
CA,FR	5		11	4	3	2	3	5	8	5	6			2	9	12	3	17	1	9	43	33	3	9		25	22	22	82	93	65	58	69	45	25	53	27	60	12	49	26	64
CA,FR,GB																								38		16														2		1
CA,FR,GB,IN																													10													
CA,FR,GB,TR																															2											
CA,FR,GB,US																																		1								
CA,FR,HU														3			9																20									
CA,FR,IE																											5															
CA,FR,IN																												3	5													
CA,FR,IT																	3					4							12		4		3		9							
CA,FR,JP																																9										
CA,FR,MA											1		4				3																									
CA,FR,PK																																										8
CA,FR,RU																														3	5											
CA,FR,TN																																		3								
CA,FR,TW																																						2				
CA,FR,US										6												1										21	6		2		1		5		16	14
CA,GB	2		16	16	3	9	15	1	10	3	7	8	17	25	32	10	55	9	26	2	24	31	10	43	26	8	14	12	29	58	45	11	28	60	61	49	18	15	26	37	16	22
CA,GB,HK																																		11								
CA,GB,IE															5				5																							
CA,GB,IN					6															2		14	35	7	15	48	23	2	9					19								
CA,GB,IN,MX																								7																		
CA,GB,IN,US																					4	5																				
CA,GB,IT																28								2								2		6			1					
CA,GB,JM																														20												
CA,GB,JP																				4																		7				
CA,GB,KE,ZA																																									4	
CA,GB,MY																																				9						
CA,GB,MY,PK,US																																								2		
CA,GB,NZ,US													15																													
CA,GB,OM																																							1			
CA,GB,PK																																										1
CA,GB,PL																																			1							
CA,GB,PT							6		15																																	
CA,GB,RO																							4		10																	
CA,GB,RU																									15			10	48	6		8	15	14		3						
CA,GB,SA,US																																	4									
CA,GB,TR																									3																	
CA,GB,US									2					1										11	16						18		32	1	4	19		1				
CA,GB,ZA																														5												
CA,GB,null																												3														
CA,GR									1		15				4		1		4								11															
CA,GR,PL																												7														
CA,GR,PT,US																																		18								
CA,GR,RU																											4															
CA,GR,US																																	2	3								
CA,GR,null																												3														
CA,HK																															6									7		12
CA,HK,US																					1																					
CA,HR																						2												3						2		
CA,HR,IN																																					44					4
CA,HU									2									1				1																	2			
CA,HU,IT																15																										
CA,HU,UA,US																									2																	
CA,HU,US																																5										
CA,ID,JP																													4													
CA,IE				1	2	5		2		58	11				4		1	2					1		2			7								9				26		
CA,IE,IN																								19																		
CA,IE,US																																	3									
CA,IL										3						1				3						1		1	2	3		12	6						1			
CA,IL,US							11																																			
CA,IN					20			21				10					3	3		15		9	13			33	12	6	11		18	5	5	15	49	48	11	10	10	24	15	9
CA,IN,IT																																		6								
CA,IN,IT,US																						10																				
CA,IN,JP																																		2								
CA,IN,MX,VE																																			6							
CA,IN,NZ														12																												
CA,IN,US																				2									6	10							6					
CA,IR				8							7							8		17		7	10		13	5	4	3	10	58		72	15	1	1	1	9	4	12	15	6	3
CA,IR,KR,PL,SI																																				2						
CA,IR,PL																																				2				1	6	
CA,IR,PL,SI																																					4					
CA,IR,RU																																									3	
CA,IR,US																													4										4			
CA,IT					13		8			2			2	3		9			2	3			17	4	4	12	7	24	4	10	11			20	8	22	18	11	26		21	8
CA,IT,JP																									6													1				
CA,IT,NL																				1																	17					
CA,IT,RO																	7																									
CA,IT,US				2																										5										22		6
CA,IT,US,VE																													6													
CA,JM																																		33		1				1		
CA,JM,US																																								3		
CA,JO																					3					9	42	11		20		10							1			
CA,JO,JP																																						4				
CA,JO,US																																						2				
CA,JP	22			1	3				4								1	2			4	2			4	6	4		6	32	33	33	10	4	11	25	14	14	9	34	6	3
CA,JP,RU,US																					2																					
CA,JP,US																				4									7				3					2		5		
CA,JP,null																												1														
CA,KR																		3		2	5		4	2	2	1	2	4	2	3	4	2	17	6		5					1	3
CA,KR,US																				3																						
CA,KW																																							4			
CA,KW,TR																																							4			
CA,KW,US																																					4					
CA,LB																																							3			
CA,LY																																	1									
CA,LY,PL,US							3																																			
CA,MD																										24		18														
CA,MD,RO																													8	10			32	18								
CA,MD,US																												2		3												
CA,MX																							2			8			2							2		24	8			
CA,MX,US																							14																			
CA,MY		2			12	1	14		2																										3							
CA,MY,US									2	4																																
CA,NG																													1													
CA,NG,US																																				18						
CA,NL		1						9				9									6		6	8	9	3	2	16	3	9	35	26		8	2	14			3	1	9	
CA,NL,PK																												2	10		19	8										
CA,NL,TW																					2																					
CA,NL,US										4												1						2														
CA,NO																										15		8	2								5	7			15	
CA,NZ																			1									8									3					
CA,NZ,PK,SA																																										5
CA,NZ,US																			12	7																						
CA,NZ,US,VE																																	4									
CA,OM																																					4	13	1			
CA,OM,PK																																							2			
CA,OM,US																																										
CA,PK						20										2				1		8			7		17		3		6	5	18	4	9	17	4	31	10	5	5	9
CA,PK,SE																																						6				
CA,PK,US																																14				3			2			8
CA,PL				1								1			2														10		2						10	5	5	8		
CA,PL,SK																				5																						
CA,PS,PT,SA																																					2					
CA,PT																					6				12				35	14	5	3			3							
CA,PT,RU																													5													
CA,PT,US																																		3	6							
CA,QA																																		9								
CA,QA,SG																																			15							
CA,QA,US																																	7									
CA,RO																	1	5		10		5	6																2			
CA,RU													9			16		13			14			6	4		1		4	7	2	15				14	7					
CA,RU,US																																11								2		
CA,SA																																		12				1	1		3	
CA,SA,US																																										6
CA,SD				1																																						
CA,SE														3			3					2	6						2	2					8				12	1	11	16
CA,SG																		11		16	13		8	3		6																
CA,SK						4										1													5	3												
CA,SK,US																															1											
CA,TH,US																																						10				
CA,TR																							15										6		5	5		5	3	3		
CA,TT,US																					3																					
CA,TW																		4						5									10		1	2	42					
CA,TW,US																											6															
CA,UA																																					5			11		
CA,UA,US																						2								5									13		1	
CA,US	27	21	29	10	4	20	12	21	38	5	2	66	4	21	2	51	54	31	3	53	39	36	33	14	69	32	78	104	237	179	175	96	163	174	161	123	181	77	60	160	93	134
CA,US,null																													11													
CA,VE																											2	1														
CA,ZA				1			2	6	5																10	4					11	37	12									
CA,null						1															17								5													
CD,ZA																																									3	
CH	273	194	249	240	190	170	224	247	236	264	254	290	207	152	83	357	567	358	606	548	616	390	446	791	836	782	560	881	666	572	573	483	734	865	771	511	388	427	482	545	626	532
CH,CL,DE																																			2			5				
CH,CL,DE,IT																																				4						
CH,CL,DE,NL																																								6		
CH,CL,ES,FR,US																																								3		
CH,CL,FR																			9																							
CH,CL,NL																																								4		
CH,CN														4							6					4		11	2	8		4	32	19		3	19	18	41	4		
CH,CN,CU																																									8	
CH,CN,CU,DE																																										8
CH,CN,DE																																			4							
CH,CN,DK,US																																								2		
CH,CN,ES																														2												
CH,CN,ES,IT																																									4	
CH,CN,ES,PT																																					8					
CH,CN,FR																																				1	7		7		14	
CH,CN,FR,GB																																							1			
CH,CN,FR,TN																																										
CH,CN,GB																																			1							
CH,CN,HU																																					3					
CH,CN,IN																							3																			
CH,CN,PK																																					4					
CH,CN,US																															2							3				
CH,CO																											1															
CH,CR,ES																																								1		
CH,CY,GR																						4																				
CH,CZ																								15		22	82	11	16		1	27	9	6		14						
CH,CZ,DE																				3																				2		1
CH,CZ,DE,HU																																		1								
CH,CZ,DE,IN,IT																											5															
CH,CZ,ES																																2										
CH,CZ,FR																														1	2	1										
CH,CZ,FR,TR																													1													
CH,CZ,GB																															1											
CH,CZ,GB,US																															3											
CH,CZ,IN																									1																	
CH,CZ,IN,IT																									1																	
CH,CZ,IN,IT,NL																										2																
CH,CZ,IN,IT,NL,US																										9																
CH,CZ,IT																																									12	
CH,CZ,IT,SE																																				10						
CH,CZ,SA																																			3							
CH,DE	12	35	3	33	6	13	3	59	57	41	2	27	81	62	42	36	56	18	43	57	48	20	4	52	45	42	48	19	107	82	110	90	94	16	66	42	23	147	74	40	109	60
CH,DE,DK													1			1															1	4										
CH,DE,DK,FR,RU																																	2									
CH,DE,DK,GB																									8															1		
CH,DE,DK,JP																																				4						
CH,DE,ES																							22									17	2	9	14		7			11		
CH,DE,ES,MD																														1												
CH,DE,FR						2					1				1							1												10	25	3	56	27	15	6		
CH,DE,FR,GB,US																																										1
CH,DE,FR,KR																								1																		
CH,DE,FR,NL																																	3									
CH,DE,FR,null					3																																					
CH,DE,GB																10		6	8					1							23	9	30	27					55			
CH,DE,GB,IT																																			2							
CH,DE,HU																																						14				
CH,DE,HU,IT																																									2	
CH,DE,IE																														11												
CH,DE,IT													5			9				3										5	10		9	7						37		
CH,DE,IT,MX																																										2
CH,DE,JP																													6													
CH,DE,JP,PL																																				1						
CH,DE,MD																															8	2							1			
CH,DE,NL																											4		18						13		7					
CH,DE,NL,US																															7											
CH,DE,PK,SA																																	1									
CH,DE,PL																																	12	18	18	1		18		11	9	
CH,DE,PT																								8		9																
CH,DE,RS																																13						5				
CH,DE,RU																		9													1									4		
CH,DE,SE																																			8							5
CH,DE,UA																							4																			
CH,DE,US													6			1			10		2	7										1					2	11		6	12	1
CH,DE,VE																																				7		2				
CH,DE,ZA																6														22				17								
CH,DE,null									10					6		2																										
CH,DK																			1										1												2	
CH,DK,FR																																			3							
CH,DK,FR,GB,IT																															4											
CH,DK,GB,US																																1										
CH,DZ																														1								3		3		
CH,DZ,FR																																						1				
CH,EC,US																																							1			
CH,EE																																							8			
CH,EG,US																														1	4											
CH,ES	14																5					4	21	52	2		1	61	3	60	23	38	41	39	47	57	60	70	36	57	26	12
CH,ES,FI																			2																							
CH,ES,FR																			9		16		9		3												3			19		
CH,ES,FR,IT																														4												
CH,ES,FR,MA																1																										
CH,ES,FR,NL																								9																		
CH,ES,FR,PT																																	2									
CH,ES,FR,US																																									14	
CH,ES,GB															1																	14	3								13	
CH,ES,GB,IN,JP																										1																
CH,ES,GB,IT																																	15									
CH,ES,GB,JP																																				13						
CH,ES,GB,PT																																			2							
CH,ES,IN																				3	1					2									14							
CH,ES,IN,IT																																										4
CH,ES,IN,JP																								1																		
CH,ES,IR																																			1							7
CH,ES,IR,PT																																										16
CH,ES,IT																						9						26	9			13	11			5						
CH,ES,IT,TW																																		5								
CH,ES,KR																											1															
CH,ES,NL																																5										3
CH,ES,PT																				3																						
CH,ES,RO																											1															
CH,ES,RU,US																																							1			
CH,ES,SA																																				1						
CH,ES,TW																																				3						
CH,ES,US																											1															
CH,ES,ZA																																		8								
CH,FI							2	3										5														2										
CH,FI,FR																																2										
CH,FR	2		1			4	1	4	4	4		3		2		3		6	23	23	43	77	58	33	97	84	35	33	32	8	52	53	42	23	69	23	39	32	16	83	67	44
CH,FR,GB																													15			2		11	13					2		
CH,FR,GB,IN,JP,US																										8																
CH,FR,GB,IT																																				3						
CH,FR,GB,PL																																									3	
CH,FR,GR										1																																
CH,FR,HU																					1																					
CH,FR,HU,IT																																								1		
CH,FR,IN,IT																															2											
CH,FR,IN,RO																																										1
CH,FR,IT																					2	1		5	1						4			12				4		3	17	
CH,FR,IT,PL																																							1			
CH,FR,IT,RU																																					40					
CH,FR,JP																																2										
CH,FR,ML																																								6		
CH,FR,NL																															3											
CH,FR,NO																													1													
CH,FR,PL																																									21	
CH,FR,PT																																		2								
CH,FR,RO																														1												
CH,FR,RU																																			2							
CH,FR,SI																										3																
CH,FR,TN																																	4									
CH,FR,US																			4				1		2				1	3		6		6		5	1	3		2	2	3
CH,FR,null																														2												
CH,GB		1		4			2					13			2	7		37		27	2	9	22	46	18		3	81	14	47	16	34	7	51	30	3	17	7	29	7	9	76
CH,GB,IE																														3	28	1							1		9	
CH,GB,IN																					8																3		1			
CH,GB,IN,JP																						1																				
CH,GB,IT			2										1																			5			2					4		
CH,GB,MD																								3																		
CH,GB,MD,null																												2														
CH,GB,NL																												68		6									9			
CH,GB,RU																											9									29						
CH,GB,SE																						2																		2		
CH,GB,SG																																					4					
CH,GB,SI																																1		8								
CH,GB,US																	12	1	6	4										6			7		1		51		3			
CH,GR																											3					3	4									
CH,GR,NL																																		2								
CH,HR			3																									1								3		5				
CH,HU												3	9		1	2								46	9								12			2	1			21		
CH,HU,IT											2																												11			
CH,HU,IT,US																							8																			
CH,HU,JP									2																																	
CH,HU,PL																																			4							
CH,HU,RU																1																										
CH,HU,US															3							14													18		2				7	
CH,IE																														8	80	9	9								1	13
CH,IE,SG																																						1				
CH,IE,null																												6														
CH,IL										1																9					11		1									
CH,IL,IT,SE																																								4		
CH,IL,US																																		1								
CH,IN																		1		4	2		3		1	22	58	69	27	49	42	4	24	43	23	2		13	5		5	
CH,IN,IR																															2											
CH,IN,IT																									7								16		6							
CH,IN,IT,TW																																		5								
CH,IN,IT,US																																					15					
CH,IN,JP																											2									1						
CH,IN,KR																																	5									
CH,IN,MX																																	8									
CH,IN,MX,MY																																	8	2								
CH,IN,NL																																										
CH,IN,PL																																							4			
CH,IN,PT																																		7		4						
CH,IN,SA																																			6							
CH,IN,US																										5	12		11	26			12	1								
CH,IR																					5	16			1	3	8		1	4	1	6	3	4	13	19	3	3	2	5	6	
CH,IR,IT																																										1
CH,IR,IT,PT																																									5	
CH,IR,PL																																				2						
CH,IR,SE																																								1		
CH,IR,US																																								3		
CH,IT	18	21	33	57	71	51	63	53	30	114	50	44	22	4	24	143	53	67	98	95	66	34	52	31	101	43	39	44	13	36	24	43	58	14	41	30	39	103	15	15	41	19
CH,IT,MD																										2																
CH,IT,MD,PL																										3																
CH,IT,MX,TH																												2														
CH,IT,NL																11																			4							
CH,IT,PL																																					7			4		
CH,IT,PT																													1			8								5		11
CH,IT,PT,US															10																											
CH,IT,RU																										4				18												
CH,IT,SE																															7											
CH,IT,TW																																	13									
CH,IT,US															10		21			3			8		38																	
CH,JP																				4				7		3	3	17	1	9	1	29	1		5	2	5		8	3	3	9
CH,JP,US																																		2								1
CH,KR																												2		6				1				1	4			
CH,KR,US																													7													
CH,KZ,US																																					4					
CH,MA																1																										
CH,MD																										2				12	2											2
CH,MD,PL																								6	9								3									
CH,NL	7			1								2		5				1		17	3	4	2				15	2		1	9	1	13	14	21		11	8	11	4	2	
CH,NL,SA,ZA																																										
CH,NL,US																											6															
CH,NO																								6				10								4						
CH,NO,US																																					8					
CH,NO,ZA																																									2	
CH,NZ		8				2			3			50																		9			4			15						
CH,NZ,RU																																			6							
CH,NZ,SG																																7										
CH,PK																														6				13			6	9			6	
CH,PK,SA																														8										4		
CH,PL																1	2	7					2	2			1					2	4	10		36	24	60			19	
CH,PL,RU																								3																		
CH,PL,SI																																1										
CH,PL,US																													1													
CH,PT																									9		4	5	18	3		15		2		6					14	
CH,PT,US																				12																						
CH,QA																																				8						
CH,RO																									3										16			1				
CH,RS							3									1																				4			2	20	69	17
CH,RS,SI																											4															
CH,RS,ZA																																							10			
CH,RU														2		17	7	9			6	14		21	25			4					2	1		17	2	3	14	8	24	3
CH,RU,US																																									3	
CH,RW																																									2	8
CH,SA																							3				2									4						
CH,SE			15						5								3		6					19		65		1												11		35
CH,SE,SG																																	2									
CH,SE,US																										1				5				1								
CH,SG																				3						4					4								3			
CH,SK																5																		1						7		
CH,TH																																			2							
CH,TR										5									18									15		13		4			8	24	13		1	2		
CH,TW																																	10	26								
CH,TW,US																																1					9					
CH,UA																							1	1					1		3											
CH,UA,US																																	1									
CH,US					2		4				5	4	43	1		5	37	3	4	20	4		24	1	23	23		21	12	40	4	61	25	32	23	16	38	41	7	41	9	53
CH,US,ZA																																7		8					7			
CH,UY																																										9
CH,VE																							2							26									8			
CH,ZA																													20		20		16	12	2	5	2	9	19		5	17
CH,null					3			16					3	4														32	22													
CI,RU																														1												
CL	7	3	16	13	7	18	21	16	54	34	51	11	43	32	50	64	62	30	53	26	23	74	85	116	17	46	27	15	50	31	58	11	42	29	41	18	57	4	17	40	42	17
CL,CN																																									2	
CL,CN,CZ,DE																															12											
CL,CN,IN,US																																									6	9
CL,CN,US																																									1	1
CL,CO																																						14			4	2
CL,CO,DE																																					1					
CL,CO,ES																																						1				
CL,CO,UY																																					1		9			
CL,CU																														5												
CL,CU,DE																																							56			
CL,DE			13		13			7		14		3											8	6			11	4			14	11	18			7	4		9	5	30	
CL,DE,EC,IT																																						5				
CL,DE,ES																																	2								8	
CL,DE,ES,MX																																								5		
CL,DE,FR																									3																	
CL,DE,FR,RU																																										2
CL,DE,IN																														11												
CL,DE,IT																																									11	
CL,DE,PE																														4												
CL,DE,US																														3											7	31
CL,DE,null										13																																
CL,DK																																										
CL,EC																																				2						
CL,ES	34	18		10	16		1	1								9	11			13	16	4		1	2	9	13	26	8	7	33		42	5	11	30	19	7	13	10	4	
CL,ES,FR																					3	29		26	7		5						10							4	3	2
CL,ES,FR,GB																							4																			
CL,ES,FR,VE																					5																					
CL,ES,GB																																				13					3	
CL,ES,IE																																		11								
CL,ES,IN																																			6							1
CL,ES,IN,JP																																						3				
CL,ES,IT,US,UY																																6										
CL,ES,JP																																						1				
CL,FR			1		6	3	12		7		4	9			7	11	21	4	9	7	4	11	29	2	13	8	20	17	3	42	21		13	12	20	8	34	11	33	12	7	14
CL,FR,GB																														1		3		2	3					1		
CL,FR,IN																										4																
CL,FR,IT																																			12							
CL,FR,JP,RU																																										18
CL,FR,MA																7																										
CL,FR,RO																															1											
CL,FR,US																														2												
CL,FR,UY																1																										
CL,FR,ZA																										2		2														
CL,GB																3			9										15									6			6	
CL,GB,IN																											3														2	
CL,GB,VE																	8																									
CL,HU,PT																									6																	
CL,IE																										1				2												
CL,IN																																	2		4		23	4		5		4
CL,IN,TW																																									1	9
CL,IN,US																																16									1	
CL,IQ,VE																																									5	
CL,IT																		2																				4	9	10		11
CL,IT,US																							17			2			3	9		11										
CL,MX																									6		4						2						2		6	
CL,PE,VE																																							5	5		
CL,PT,UY																																		8	3							
CL,RO,VE																	23																									
CL,RU																																		13								
CL,SI																																								1		
CL,US	12						5	33			1					3			9	5	6	5		10	1			4	17	11		11	9	7		1	16	39	10	41	13	17
CL,US,VE																				1																						
CL,UY																												8						1								
CL,VE	1																8	10		4		4			4									5	10	4		15				
CL,null						8																																				
CM									2						6	3																	3									7
CM,CN																																								2		
CM,DE							2			2	1		1															3	4													2
CM,DE,US																																				7		7				
CM,DE,ZA																												1														
CM,ES,GA,TD																																								2		
CM,ES,IT																																	1									
CM,FR																																				20		3				
CM,FR,GA																																										
CM,FR,GB																																									1	
CM,FR,SA																																										1
CM,FR,SE																																										2
CM,GB																		2																								
CM,GB,PK,ZA																																		1								
CM,GB,ZA																																						4			3	
CM,IN																																					1					
CM,NG,ZA																																	1									
CM,RO																																									2	
CM,SA,US																																										2
CM,TN																												10														
CM,US																																										1
CM,ZA																																				2						
CN	1	3	6	45	27	55	155	174	253	214	271	328	365	365	527	633	1095	950	949	1250	1412	1443	2044	2171	2481	3345	3532	3682	4077	3975	4825	4484	6124	6550	6540	6279	6464	5977	6386	5694	6241	6745
CN,CU,FR																																1										
CN,CY,GR,IN																																										2
CN,CZ																													5					5	5			6	4		4	6
CN,CZ,DE																							33					17	11	1											12	
CN,CZ,DE,JP																							4																			
CN,CZ,EG,RS,SK																																								4		
CN,CZ,GB																																				1						
CN,CZ,IN																						2																				
CN,CZ,JP,TW,US																																				4						
CN,CZ,LT,SE																																	1									
CN,CZ,PL,US																															9											
CN,CZ,SK																																		1								
CN,DE										4			14		1	1	7	16	5	1	3	21	39	13	25	15	26	62	89	35	105	110	152	69	93	148	196	152	193	147	167	160
CN,DE,DK																																					3					
CN,DE,DK,JP,US																																								2		
CN,DE,ES																					26													28		1		6			14	
CN,DE,ES,GB																																	3									
CN,DE,ES,HU																																										7
CN,DE,ES,US																																										
CN,DE,FI,FR																																								5		
CN,DE,FI,GB																																										4
CN,DE,FR																																4		14								
CN,DE,FR,RO																																			1							
CN,DE,FR,US																																	2									
CN,DE,GB																												9							5					4	14	2
CN,DE,GB,MY											13																															
CN,DE,HU																																							1			
CN,DE,IE																													4	2												
CN,DE,IL																																									2	
CN,DE,IL,IN																								1																		
CN,DE,IN																					1				2										1	4		1			4	4
CN,DE,IT														9										12									14									
CN,DE,IT,SA,US																																								1		
CN,DE,JO,PK																																							1			
CN,DE,JP																								3		6											3	8	13			
CN,DE,KR																																		5	1							1
CN,DE,MX																														2												
CN,DE,MY																	1					9																				
CN,DE,NG																																		12								
CN,DE,NL																																				6						15
CN,DE,PK																																				5						
CN,DE,RO																																				1						
CN,DE,RU																									3							7				6		9				
CN,DE,SG																																								25	1	
CN,DE,SK																							2																			
CN,DE,TH																																		2								
CN,DE,TW																																								2		4
CN,DE,TW,US																																					1					
CN,DE,UA																																						7				
CN,DE,US			2											1		1		14				4		1								6	4	10		32		1		23		3
CN,DE,US,null																														1												
CN,DE,null																													8													
CN,DK																																				6	2	1	21	19		2
CN,DK,ES																																			1							
CN,DK,KR																																								1		
CN,DK,KR,SE																																								1		
CN,EE,FR																																								6		
CN,EG				1		1		2		1		12	7																									1				7
CN,EG,IT,PK,SA																																										5
CN,EG,PK																																							3	2		
CN,EG,PL																	1																									
CN,ES																						7	19	17	7	9	10	8	7	2	7	7	27	28	1	19	5	41	14	4	1	46
CN,ES,FI,IT,NL,US																														1												
CN,ES,FI,LT																																								7		
CN,ES,FR																							19					1			2	2		1	3			5				
CN,ES,FR,IN,IR,US																														2												
CN,ES,FR,JP																																						8	28			
CN,ES,FR,JP,US																																		30								
CN,ES,GB																																										
CN,ES,GB,IN																									3																	
CN,ES,GB,IT																																									5	
CN,ES,GB,SG																																					4					
CN,ES,IN																							3			6		2		1	11											
CN,ES,IT																																						2				
CN,ES,JP																						1										8	18	17	57	24			3	6	31	
CN,ES,JP,US																																					4			1		
CN,ES,KR																																								2		
CN,ES,NL,RS																																							1			
CN,ES,PT																																			4							
CN,ES,US																														1						5	1	1		1	1	
CN,FI																																	1					22		5	3	7
CN,FI,GB																																					2	1	3	1		10
CN,FI,GB,RU																																	25									
CN,FI,NL																														1												
CN,FI,SE																																				5						
CN,FR														1				4						12	5	8	1	25	21	21	9	14	57	47	14	39	82	132	72	48	130	64
CN,FR,GB																																					29	13	3			
CN,FR,GB,PL																																				18						
CN,FR,GB,US																																	8					3				
CN,FR,HK																																						3	13			
CN,FR,HK,JP																																								1		
CN,FR,IE																																					3					34
CN,FR,IE,NO,SK																																					3					
CN,FR,IN,US																																							1			
CN,FR,JP																																						3		3		
CN,FR,JP,US																																					3					
CN,FR,MO																																	1			1					59	
CN,FR,MY																																									12	
CN,FR,NL																														1												
CN,FR,RU																																							1			
CN,FR,SI																																							2			
CN,FR,TN																																								1		
CN,FR,TW																															5			1								
CN,FR,US																															9		3	2			3	10		11	8	8
CN,FR,ZA																																						1				
CN,GB								1				3	1			16		1			5	12		1		8		68	41	27	174	183	142	124	66	70	111	77	72	114	124	64
CN,GB,GR																														5												
CN,GB,HK																								3	1								9		6	4					2	
CN,GB,HK,IT,OM																																										3
CN,GB,HK,OM																																							1			
CN,GB,HK,OM,US																																						9				
CN,GB,HU																																	2									
CN,GB,IN																						2	1								6							3		2	5	6
CN,GB,IN,IT																														3							1					
CN,GB,IT																														17		25		5								
CN,GB,JP																															1	4		5	11	6	5	17		4	4	1
CN,GB,KR																														6												
CN,GB,MY							6														4				3																	
CN,GB,NL																																						1				
CN,GB,OM																			5																							
CN,GB,PK																					12																					
CN,GB,PL																																			5							
CN,GB,RU																										3		5														
CN,GB,SE																																				2				6		
CN,GB,SG																																									8	
CN,GB,TW																																	4									
CN,GB,US																														9	14	7		1	28	6	17			11	12	
CN,GN																																1		1	1							
CN,GR																							1			1					3											
CN,GR,IN,RU																																		2								
CN,GR,JP,TW																																									3	
CN,GR,US																																								30		
CN,HK						6				9		1	6	1	13	30	30	17	39	40	42	47	41	73	7	21	19	37	62	86	37	29	21	40	62	42	61	99	109	97	163	141
CN,HK,IT																																		4								
CN,HK,IT,MO,TW																																				2						
CN,HK,JP																				1																						
CN,HK,JP,US																																					5					
CN,HK,KR																																										1
CN,HK,MO																																		27			7	17			18	
CN,HK,MY																			1																							
CN,HK,SA																																						5	9			
CN,HK,SE,US																																										
CN,HK,SG																		3															3						5			
CN,HK,SK,TH																																						5				
CN,HK,TW														1														5			2					7				15	3	2
CN,HK,US																							12								14					1		1	5	2		
CN,HR													6					3														1								1		
CN,HR,PL																																		5								
CN,ID																1																										
CN,IE																																	23		2	10		16		1	2	7
CN,IE,US																																					1	2				
CN,IL																													7	5	1		2		2		2	12	1	6	17	
CN,IN												7			1	2	12	1		3	11			16			3	7	9	2	4	37	4	17		20	49	11	20	3	10	24
CN,IN,IQ,LY,SA,UA																																									3	
CN,IN,IT																															2	2				4						
CN,IN,JO,PK																																								3		
CN,IN,JO,PK,PT																																								3		
CN,IN,JP,KR																																							2			
CN,IN,JP,SA																																										
CN,IN,KR																																2										1
CN,IN,MY																																			5							
CN,IN,PK																																									2	
CN,IN,PL																																								3		
CN,IN,PT																																								6	8	6
CN,IN,PT,US																									2																	
CN,IN,RU																																							10			
CN,IN,RU,TW																																						2				
CN,IN,RU,US																																								5		
CN,IN,SA																																							10			2
CN,IN,TH																																							3			
CN,IN,TR																							1																			
CN,IN,TR,US																												3														
CN,IN,TW																					4				8																	
CN,IN,US																															3										2	7
CN,IQ,MY																																								8		
CN,IR																														2			2	10		6		13	4	11	3	4
CN,IR,KR																																			1							
CN,IR,MY,SG																																			16							
CN,IT							2							2						17			12			16		2	13	10		7	8	1	1	2	2		12	8	4	2
